Date,Country/Region,Confirmed,Death,Recovered,Active,Mortality_Rate,Recovered_Rate
1/24/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
1/25/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
1/26/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
1/27/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
1/28/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
1/29/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
1/30/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
1/31/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
2/1/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
2/2/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
2/3/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
2/4/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
2/5/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
2/6/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
2/7/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
2/8/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
2/9/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
2/10/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
2/11/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
2/12/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
2/13/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
2/14/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
2/15/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
2/16/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
2/17/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
2/18/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
2/19/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
2/20/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
2/21/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
2/22/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
2/23/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
2/24/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
2/25/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
2/26/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
2/27/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
2/28/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
2/29/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
3/1/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
3/2/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
3/3/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
3/4/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
3/5/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
3/6/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
3/7/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
3/8/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
3/9/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
3/10/20,Congo (Kinshasa),0,0,0,0,0.0,0.0
3/11/20,Congo (Kinshasa),1,0,0,1,0.0,0.0
3/12/20,Congo (Kinshasa),1,0,0,1,0.0,0.0
3/13/20,Congo (Kinshasa),2,0,0,2,0.0,0.0
3/14/20,Congo (Kinshasa),2,0,0,2,0.0,0.0
3/15/20,Congo (Kinshasa),2,0,0,2,0.0,0.0
3/16/20,Congo (Kinshasa),2,0,0,2,0.0,0.0
3/17/20,Congo (Kinshasa),3,0,0,3,0.0,0.0
3/18/20,Congo (Kinshasa),4,0,0,4,0.0,0.0
3/19/20,Congo (Kinshasa),14,0,0,14,0.0,0.0
3/20/20,Congo (Kinshasa),18,0,0,18,0.0,0.0
3/21/20,Congo (Kinshasa),23,1,0,22,4.35,0.0
3/22/20,Congo (Kinshasa),30,1,0,29,3.33,0.0
3/23/20,Congo (Kinshasa),36,1,0,35,2.78,0.0
3/24/20,Congo (Kinshasa),45,2,0,43,4.44,0.0
3/25/20,Congo (Kinshasa),48,2,0,46,4.17,0.0
3/26/20,Congo (Kinshasa),51,3,0,48,5.88,0.0
3/27/20,Congo (Kinshasa),51,3,2,46,5.88,3.92
3/28/20,Congo (Kinshasa),65,6,2,57,9.23,3.08
3/29/20,Congo (Kinshasa),65,6,2,57,9.23,3.08
3/30/20,Congo (Kinshasa),81,8,2,71,9.88,2.47
3/31/20,Congo (Kinshasa),98,8,2,88,8.16,2.04
4/1/20,Congo (Kinshasa),109,9,3,97,8.26,2.75
4/2/20,Congo (Kinshasa),134,13,3,118,9.7,2.24
1/23/20,Costa Rica,0,0,0,0,0.0,0.0
1/24/20,Costa Rica,0,0,0,0,0.0,0.0
1/25/20,Costa Rica,0,0,0,0,0.0,0.0
1/26/20,Costa Rica,0,0,0,0,0.0,0.0
1/27/20,Costa Rica,0,0,0,0,0.0,0.0
1/28/20,Costa Rica,0,0,0,0,0.0,0.0
1/29/20,Costa Rica,0,0,0,0,0.0,0.0
1/30/20,Costa Rica,0,0,0,0,0.0,0.0
1/31/20,Costa Rica,0,0,0,0,0.0,0.0
2/1/20,Costa Rica,0,0,0,0,0.0,0.0
2/2/20,Costa Rica,0,0,0,0,0.0,0.0
2/3/20,Costa Rica,0,0,0,0,0.0,0.0
2/4/20,Costa Rica,0,0,0,0,0.0,0.0
2/5/20,Costa Rica,0,0,0,0,0.0,0.0
2/6/20,Costa Rica,0,0,0,0,0.0,0.0
2/7/20,Costa Rica,0,0,0,0,0.0,0.0
2/8/20,Costa Rica,0,0,0,0,0.0,0.0
2/9/20,Costa Rica,0,0,0,0,0.0,0.0
2/10/20,Costa Rica,0,0,0,0,0.0,0.0
2/11/20,Costa Rica,0,0,0,0,0.0,0.0
2/12/20,Costa Rica,0,0,0,0,0.0,0.0
2/13/20,Costa Rica,0,0,0,0,0.0,0.0
2/14/20,Costa Rica,0,0,0,0,0.0,0.0
2/15/20,Costa Rica,0,0,0,0,0.0,0.0
2/16/20,Costa Rica,0,0,0,0,0.0,0.0
2/17/20,Costa Rica,0,0,0,0,0.0,0.0
2/18/20,Costa Rica,0,0,0,0,0.0,0.0
2/19/20,Costa Rica,0,0,0,0,0.0,0.0
2/20/20,Costa Rica,0,0,0,0,0.0,0.0
2/21/20,Costa Rica,0,0,0,0,0.0,0.0
2/22/20,Costa Rica,0,0,0,0,0.0,0.0
2/23/20,Costa Rica,0,0,0,0,0.0,0.0
2/24/20,Costa Rica,0,0,0,0,0.0,0.0
2/25/20,Costa Rica,0,0,0,0,0.0,0.0
2/26/20,Costa Rica,0,0,0,0,0.0,0.0
2/27/20,Costa Rica,0,0,0,0,0.0,0.0
2/28/20,Costa Rica,0,0,0,0,0.0,0.0
2/29/20,Costa Rica,0,0,0,0,0.0,0.0
3/1/20,Costa Rica,0,0,0,0,0.0,0.0
3/2/20,Costa Rica,0,0,0,0,0.0,0.0
3/3/20,Costa Rica,0,0,0,0,0.0,0.0
3/4/20,Costa Rica,0,0,0,0,0.0,0.0
3/5/20,Costa Rica,0,0,0,0,0.0,0.0
3/6/20,Costa Rica,1,0,0,1,0.0,0.0
3/7/20,Costa Rica,1,0,0,1,0.0,0.0
3/8/20,Costa Rica,5,0,0,5,0.0,0.0
3/9/20,Costa Rica,9,0,0,9,0.0,0.0
3/10/20,Costa Rica,9,0,0,9,0.0,0.0
3/11/20,Costa Rica,13,0,0,13,0.0,0.0
3/12/20,Costa Rica,22,0,0,22,0.0,0.0
3/13/20,Costa Rica,23,0,0,23,0.0,0.0
3/14/20,Costa Rica,26,0,0,26,0.0,0.0
3/15/20,Costa Rica,27,0,0,27,0.0,0.0
3/16/20,Costa Rica,35,0,0,35,0.0,0.0
3/17/20,Costa Rica,41,0,0,41,0.0,0.0
3/18/20,Costa Rica,50,0,0,50,0.0,0.0
3/19/20,Costa Rica,69,1,0,68,1.45,0.0
3/20/20,Costa Rica,89,1,0,88,1.12,0.0
3/21/20,Costa Rica,117,2,2,113,1.71,1.71
3/22/20,Costa Rica,134,2,2,130,1.49,1.49
3/23/20,Costa Rica,158,2,2,154,1.27,1.27
3/24/20,Costa Rica,177,2,2,173,1.13,1.13
3/25/20,Costa Rica,201,2,2,197,1.0,1.0
3/26/20,Costa Rica,231,2,2,227,0.87,0.87
3/27/20,Costa Rica,263,2,3,258,0.76,1.14
3/28/20,Costa Rica,295,2,3,290,0.68,1.02
3/29/20,Costa Rica,314,2,3,309,0.64,0.96
3/30/20,Costa Rica,330,2,4,324,0.61,1.21
3/31/20,Costa Rica,347,2,4,341,0.58,1.15
4/1/20,Costa Rica,375,2,4,369,0.53,1.07
4/2/20,Costa Rica,396,2,6,388,0.51,1.52
1/23/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
1/24/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
1/25/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
1/26/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
1/27/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
1/28/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
1/29/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
1/30/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
1/31/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
2/1/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
2/2/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
2/3/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
2/4/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
2/5/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
2/6/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
2/7/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
2/8/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
2/9/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
2/10/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
2/11/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
2/12/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
2/13/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
2/14/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
2/15/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
2/16/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
2/17/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
2/18/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
2/19/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
2/20/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
2/21/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
2/22/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
2/23/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
2/24/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
2/25/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
2/26/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
2/27/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
2/28/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
2/29/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
3/1/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
3/2/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
3/3/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
3/4/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
3/5/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
3/6/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
3/7/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
3/8/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
3/9/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
3/10/20,Cote d'Ivoire,0,0,0,0,0.0,0.0
3/11/20,Cote d'Ivoire,1,0,0,1,0.0,0.0
3/12/20,Cote d'Ivoire,1,0,0,1,0.0,0.0
3/13/20,Cote d'Ivoire,1,0,0,1,0.0,0.0
3/14/20,Cote d'Ivoire,1,0,0,1,0.0,0.0
3/15/20,Cote d'Ivoire,1,0,0,1,0.0,0.0
3/16/20,Cote d'Ivoire,1,0,0,1,0.0,0.0
3/17/20,Cote d'Ivoire,5,0,1,4,0.0,20.0
3/18/20,Cote d'Ivoire,6,0,1,5,0.0,16.67
3/19/20,Cote d'Ivoire,9,0,1,8,0.0,11.11
3/20/20,Cote d'Ivoire,9,0,1,8,0.0,11.11
3/21/20,Cote d'Ivoire,14,0,1,13,0.0,7.14
3/22/20,Cote d'Ivoire,14,0,1,13,0.0,7.14
3/23/20,Cote d'Ivoire,25,0,1,24,0.0,4.0
3/24/20,Cote d'Ivoire,73,0,2,71,0.0,2.74
3/25/20,Cote d'Ivoire,80,0,3,77,0.0,3.75
3/26/20,Cote d'Ivoire,96,0,3,93,0.0,3.12
3/27/20,Cote d'Ivoire,101,0,3,98,0.0,2.97
3/28/20,Cote d'Ivoire,101,0,3,98,0.0,2.97
3/29/20,Cote d'Ivoire,165,1,4,160,0.61,2.42
3/30/20,Cote d'Ivoire,168,1,6,161,0.6,3.57
3/31/20,Cote d'Ivoire,179,1,7,171,0.56,3.91
4/1/20,Cote d'Ivoire,190,1,9,180,0.53,4.74
4/2/20,Cote d'Ivoire,194,1,15,178,0.52,7.73
1/23/20,Croatia,0,0,0,0,0.0,0.0
1/24/20,Croatia,0,0,0,0,0.0,0.0
1/25/20,Croatia,0,0,0,0,0.0,0.0
1/26/20,Croatia,0,0,0,0,0.0,0.0
1/27/20,Croatia,0,0,0,0,0.0,0.0
1/28/20,Croatia,0,0,0,0,0.0,0.0
1/29/20,Croatia,0,0,0,0,0.0,0.0
1/30/20,Croatia,0,0,0,0,0.0,0.0
1/31/20,Croatia,0,0,0,0,0.0,0.0
2/1/20,Croatia,0,0,0,0,0.0,0.0
2/2/20,Croatia,0,0,0,0,0.0,0.0
2/3/20,Croatia,0,0,0,0,0.0,0.0
2/4/20,Croatia,0,0,0,0,0.0,0.0
2/5/20,Croatia,0,0,0,0,0.0,0.0
2/6/20,Croatia,0,0,0,0,0.0,0.0
2/7/20,Croatia,0,0,0,0,0.0,0.0
2/8/20,Croatia,0,0,0,0,0.0,0.0
2/9/20,Croatia,0,0,0,0,0.0,0.0
2/10/20,Croatia,0,0,0,0,0.0,0.0
2/11/20,Croatia,0,0,0,0,0.0,0.0
2/12/20,Croatia,0,0,0,0,0.0,0.0
2/13/20,Croatia,0,0,0,0,0.0,0.0
2/14/20,Croatia,0,0,0,0,0.0,0.0
2/15/20,Croatia,0,0,0,0,0.0,0.0
2/16/20,Croatia,0,0,0,0,0.0,0.0
2/17/20,Croatia,0,0,0,0,0.0,0.0
2/18/20,Croatia,0,0,0,0,0.0,0.0
2/19/20,Croatia,0,0,0,0,0.0,0.0
2/20/20,Croatia,0,0,0,0,0.0,0.0
2/21/20,Croatia,0,0,0,0,0.0,0.0
2/22/20,Croatia,0,0,0,0,0.0,0.0
2/23/20,Croatia,0,0,0,0,0.0,0.0
2/24/20,Croatia,0,0,0,0,0.0,0.0
2/25/20,Croatia,1,0,0,1,0.0,0.0
2/26/20,Croatia,3,0,0,3,0.0,0.0
2/27/20,Croatia,3,0,0,3,0.0,0.0
2/28/20,Croatia,5,0,0,5,0.0,0.0
2/29/20,Croatia,6,0,0,6,0.0,0.0
3/1/20,Croatia,7,0,0,7,0.0,0.0
3/2/20,Croatia,7,0,0,7,0.0,0.0
3/3/20,Croatia,9,0,0,9,0.0,0.0
3/4/20,Croatia,10,0,0,10,0.0,0.0
3/5/20,Croatia,10,0,0,10,0.0,0.0
3/6/20,Croatia,11,0,0,11,0.0,0.0
3/7/20,Croatia,12,0,0,12,0.0,0.0
3/8/20,Croatia,12,0,0,12,0.0,0.0
3/9/20,Croatia,12,0,0,12,0.0,0.0
3/10/20,Croatia,14,0,0,14,0.0,0.0
3/11/20,Croatia,19,0,0,19,0.0,0.0
3/12/20,Croatia,19,0,0,19,0.0,0.0
3/13/20,Croatia,32,0,1,31,0.0,3.12
3/14/20,Croatia,38,0,1,37,0.0,2.63
3/15/20,Croatia,49,0,1,48,0.0,2.04
3/16/20,Croatia,57,0,2,55,0.0,3.51
3/17/20,Croatia,65,0,4,61,0.0,6.15
3/18/20,Croatia,81,0,4,77,0.0,4.94
3/19/20,Croatia,105,1,5,99,0.95,4.76
3/20/20,Croatia,128,1,5,122,0.78,3.91
3/21/20,Croatia,206,1,5,200,0.49,2.43
3/22/20,Croatia,254,1,5,248,0.39,1.97
3/23/20,Croatia,315,1,5,309,0.32,1.59
3/24/20,Croatia,382,1,5,376,0.26,1.31
3/25/20,Croatia,442,1,22,419,0.23,4.98
3/26/20,Croatia,495,3,22,470,0.61,4.44
3/27/20,Croatia,586,3,37,546,0.51,6.31
3/28/20,Croatia,657,5,45,607,0.76,6.85
3/29/20,Croatia,713,6,52,655,0.84,7.29
3/30/20,Croatia,790,6,67,717,0.76,8.48
3/31/20,Croatia,867,6,67,794,0.69,7.73
4/1/20,Croatia,963,6,73,884,0.62,7.58
4/2/20,Croatia,1011,7,88,916,0.69,8.7
1/23/20,Cuba,0,0,0,0,0.0,0.0
1/24/20,Cuba,0,0,0,0,0.0,0.0
1/25/20,Cuba,0,0,0,0,0.0,0.0
1/26/20,Cuba,0,0,0,0,0.0,0.0
1/27/20,Cuba,0,0,0,0,0.0,0.0
1/28/20,Cuba,0,0,0,0,0.0,0.0
1/29/20,Cuba,0,0,0,0,0.0,0.0
1/30/20,Cuba,0,0,0,0,0.0,0.0
1/31/20,Cuba,0,0,0,0,0.0,0.0
2/1/20,Cuba,0,0,0,0,0.0,0.0
2/2/20,Cuba,0,0,0,0,0.0,0.0
2/3/20,Cuba,0,0,0,0,0.0,0.0
2/4/20,Cuba,0,0,0,0,0.0,0.0
2/5/20,Cuba,0,0,0,0,0.0,0.0
2/6/20,Cuba,0,0,0,0,0.0,0.0
2/7/20,Cuba,0,0,0,0,0.0,0.0
2/8/20,Cuba,0,0,0,0,0.0,0.0
2/9/20,Cuba,0,0,0,0,0.0,0.0
2/10/20,Cuba,0,0,0,0,0.0,0.0
2/11/20,Cuba,0,0,0,0,0.0,0.0
2/12/20,Cuba,0,0,0,0,0.0,0.0
2/13/20,Cuba,0,0,0,0,0.0,0.0
2/14/20,Cuba,0,0,0,0,0.0,0.0
2/15/20,Cuba,0,0,0,0,0.0,0.0
2/16/20,Cuba,0,0,0,0,0.0,0.0
2/17/20,Cuba,0,0,0,0,0.0,0.0
2/18/20,Cuba,0,0,0,0,0.0,0.0
2/19/20,Cuba,0,0,0,0,0.0,0.0
2/20/20,Cuba,0,0,0,0,0.0,0.0
2/21/20,Cuba,0,0,0,0,0.0,0.0
2/22/20,Cuba,0,0,0,0,0.0,0.0
2/23/20,Cuba,0,0,0,0,0.0,0.0
2/24/20,Cuba,0,0,0,0,0.0,0.0
2/25/20,Cuba,0,0,0,0,0.0,0.0
2/26/20,Cuba,0,0,0,0,0.0,0.0
2/27/20,Cuba,0,0,0,0,0.0,0.0
2/28/20,Cuba,0,0,0,0,0.0,0.0
2/29/20,Cuba,0,0,0,0,0.0,0.0
3/1/20,Cuba,0,0,0,0,0.0,0.0
3/2/20,Cuba,0,0,0,0,0.0,0.0
3/3/20,Cuba,0,0,0,0,0.0,0.0
3/4/20,Cuba,0,0,0,0,0.0,0.0
3/5/20,Cuba,0,0,0,0,0.0,0.0
3/6/20,Cuba,0,0,0,0,0.0,0.0
3/7/20,Cuba,0,0,0,0,0.0,0.0
3/8/20,Cuba,0,0,0,0,0.0,0.0
3/9/20,Cuba,0,0,0,0,0.0,0.0
3/10/20,Cuba,0,0,0,0,0.0,0.0
3/11/20,Cuba,0,0,0,0,0.0,0.0
3/12/20,Cuba,3,0,0,3,0.0,0.0
3/13/20,Cuba,4,0,0,4,0.0,0.0
3/14/20,Cuba,4,0,0,4,0.0,0.0
3/15/20,Cuba,4,0,0,4,0.0,0.0
3/16/20,Cuba,4,0,0,4,0.0,0.0
3/17/20,Cuba,5,0,0,5,0.0,0.0
3/18/20,Cuba,7,1,0,6,14.29,0.0
3/19/20,Cuba,11,1,0,10,9.09,0.0
3/20/20,Cuba,16,1,0,15,6.25,0.0
3/21/20,Cuba,21,1,0,20,4.76,0.0
3/22/20,Cuba,35,1,0,34,2.86,0.0
3/23/20,Cuba,40,1,0,39,2.5,0.0
3/24/20,Cuba,48,1,1,46,2.08,2.08
3/25/20,Cuba,57,1,1,55,1.75,1.75
3/26/20,Cuba,67,2,1,64,2.99,1.49
3/27/20,Cuba,80,2,4,74,2.5,5.0
3/28/20,Cuba,119,3,4,112,2.52,3.36
3/29/20,Cuba,139,3,4,132,2.16,2.88
3/30/20,Cuba,170,4,4,162,2.35,2.35
3/31/20,Cuba,186,6,8,172,3.23,4.3
4/1/20,Cuba,212,6,12,194,2.83,5.66
4/2/20,Cuba,233,6,13,214,2.58,5.58
1/23/20,Cyprus,0,0,0,0,0.0,0.0
1/24/20,Cyprus,0,0,0,0,0.0,0.0
1/25/20,Cyprus,0,0,0,0,0.0,0.0
1/26/20,Cyprus,0,0,0,0,0.0,0.0
1/27/20,Cyprus,0,0,0,0,0.0,0.0
1/28/20,Cyprus,0,0,0,0,0.0,0.0
1/29/20,Cyprus,0,0,0,0,0.0,0.0
1/30/20,Cyprus,0,0,0,0,0.0,0.0
1/31/20,Cyprus,0,0,0,0,0.0,0.0
2/1/20,Cyprus,0,0,0,0,0.0,0.0
2/2/20,Cyprus,0,0,0,0,0.0,0.0
2/3/20,Cyprus,0,0,0,0,0.0,0.0
2/4/20,Cyprus,0,0,0,0,0.0,0.0
2/5/20,Cyprus,0,0,0,0,0.0,0.0
2/6/20,Cyprus,0,0,0,0,0.0,0.0
2/7/20,Cyprus,0,0,0,0,0.0,0.0
2/8/20,Cyprus,0,0,0,0,0.0,0.0
2/9/20,Cyprus,0,0,0,0,0.0,0.0
2/10/20,Cyprus,0,0,0,0,0.0,0.0
2/11/20,Cyprus,0,0,0,0,0.0,0.0
2/12/20,Cyprus,0,0,0,0,0.0,0.0
2/13/20,Cyprus,0,0,0,0,0.0,0.0
2/14/20,Cyprus,0,0,0,0,0.0,0.0
2/15/20,Cyprus,0,0,0,0,0.0,0.0
2/16/20,Cyprus,0,0,0,0,0.0,0.0
2/17/20,Cyprus,0,0,0,0,0.0,0.0
2/18/20,Cyprus,0,0,0,0,0.0,0.0
2/19/20,Cyprus,0,0,0,0,0.0,0.0
2/20/20,Cyprus,0,0,0,0,0.0,0.0
2/21/20,Cyprus,0,0,0,0,0.0,0.0
2/22/20,Cyprus,0,0,0,0,0.0,0.0
2/23/20,Cyprus,0,0,0,0,0.0,0.0
2/24/20,Cyprus,0,0,0,0,0.0,0.0
2/25/20,Cyprus,0,0,0,0,0.0,0.0
2/26/20,Cyprus,0,0,0,0,0.0,0.0
2/27/20,Cyprus,0,0,0,0,0.0,0.0
2/28/20,Cyprus,0,0,0,0,0.0,0.0
2/29/20,Cyprus,0,0,0,0,0.0,0.0
3/1/20,Cyprus,0,0,0,0,0.0,0.0
3/2/20,Cyprus,0,0,0,0,0.0,0.0
3/3/20,Cyprus,0,0,0,0,0.0,0.0
3/4/20,Cyprus,0,0,0,0,0.0,0.0
3/5/20,Cyprus,0,0,0,0,0.0,0.0
3/6/20,Cyprus,0,0,0,0,0.0,0.0
3/7/20,Cyprus,0,0,0,0,0.0,0.0
3/8/20,Cyprus,0,0,0,0,0.0,0.0
3/9/20,Cyprus,2,0,0,2,0.0,0.0
3/10/20,Cyprus,3,0,0,3,0.0,0.0
3/11/20,Cyprus,6,0,0,6,0.0,0.0
3/12/20,Cyprus,6,0,0,6,0.0,0.0
3/13/20,Cyprus,14,0,0,14,0.0,0.0
3/14/20,Cyprus,26,0,0,26,0.0,0.0
3/15/20,Cyprus,26,0,0,26,0.0,0.0
3/16/20,Cyprus,33,0,0,33,0.0,0.0
3/17/20,Cyprus,46,0,0,46,0.0,0.0
3/18/20,Cyprus,49,0,0,49,0.0,0.0
3/19/20,Cyprus,67,0,0,67,0.0,0.0
3/20/20,Cyprus,67,0,0,67,0.0,0.0
3/21/20,Cyprus,84,0,0,84,0.0,0.0
3/22/20,Cyprus,95,1,3,91,1.05,3.16
3/23/20,Cyprus,116,1,3,112,0.86,2.59
3/24/20,Cyprus,124,3,3,118,2.42,2.42
3/25/20,Cyprus,132,3,3,126,2.27,2.27
3/26/20,Cyprus,146,3,4,139,2.05,2.74
3/27/20,Cyprus,162,5,15,142,3.09,9.26
3/28/20,Cyprus,179,5,15,159,2.79,8.38
3/29/20,Cyprus,214,5,15,194,2.34,7.01
3/30/20,Cyprus,230,7,22,201,3.04,9.57
3/31/20,Cyprus,262,8,23,231,3.05,8.78
4/1/20,Cyprus,320,9,28,283,2.81,8.75
4/2/20,Cyprus,356,10,28,318,2.81,7.87
1/23/20,Czechia,0,0,0,0,0.0,0.0
1/24/20,Czechia,0,0,0,0,0.0,0.0
1/25/20,Czechia,0,0,0,0,0.0,0.0
1/26/20,Czechia,0,0,0,0,0.0,0.0
1/27/20,Czechia,0,0,0,0,0.0,0.0
1/28/20,Czechia,0,0,0,0,0.0,0.0
1/29/20,Czechia,0,0,0,0,0.0,0.0
1/30/20,Czechia,0,0,0,0,0.0,0.0
1/31/20,Czechia,0,0,0,0,0.0,0.0
2/1/20,Czechia,0,0,0,0,0.0,0.0
2/2/20,Czechia,0,0,0,0,0.0,0.0
2/3/20,Czechia,0,0,0,0,0.0,0.0
2/4/20,Czechia,0,0,0,0,0.0,0.0
2/5/20,Czechia,0,0,0,0,0.0,0.0
2/6/20,Czechia,0,0,0,0,0.0,0.0
2/7/20,Czechia,0,0,0,0,0.0,0.0
2/8/20,Czechia,0,0,0,0,0.0,0.0
2/9/20,Czechia,0,0,0,0,0.0,0.0
2/10/20,Czechia,0,0,0,0,0.0,0.0
2/11/20,Czechia,0,0,0,0,0.0,0.0
2/12/20,Czechia,0,0,0,0,0.0,0.0
2/13/20,Czechia,0,0,0,0,0.0,0.0
2/14/20,Czechia,0,0,0,0,0.0,0.0
2/15/20,Czechia,0,0,0,0,0.0,0.0
2/16/20,Czechia,0,0,0,0,0.0,0.0
2/17/20,Czechia,0,0,0,0,0.0,0.0
2/18/20,Czechia,0,0,0,0,0.0,0.0
2/19/20,Czechia,0,0,0,0,0.0,0.0
2/20/20,Czechia,0,0,0,0,0.0,0.0
2/21/20,Czechia,0,0,0,0,0.0,0.0
2/22/20,Czechia,0,0,0,0,0.0,0.0
2/23/20,Czechia,0,0,0,0,0.0,0.0
2/24/20,Czechia,0,0,0,0,0.0,0.0
2/25/20,Czechia,0,0,0,0,0.0,0.0
2/26/20,Czechia,0,0,0,0,0.0,0.0
2/27/20,Czechia,0,0,0,0,0.0,0.0
2/28/20,Czechia,0,0,0,0,0.0,0.0
2/29/20,Czechia,0,0,0,0,0.0,0.0
3/1/20,Czechia,3,0,0,3,0.0,0.0
3/2/20,Czechia,3,0,0,3,0.0,0.0
3/3/20,Czechia,5,0,0,5,0.0,0.0
3/4/20,Czechia,8,0,0,8,0.0,0.0
3/5/20,Czechia,12,0,0,12,0.0,0.0
3/6/20,Czechia,18,0,0,18,0.0,0.0
3/7/20,Czechia,19,0,0,19,0.0,0.0
3/8/20,Czechia,31,0,0,31,0.0,0.0
3/9/20,Czechia,31,0,0,31,0.0,0.0
3/10/20,Czechia,41,0,0,41,0.0,0.0
3/11/20,Czechia,91,0,0,91,0.0,0.0
3/12/20,Czechia,94,0,0,94,0.0,0.0
3/13/20,Czechia,141,0,0,141,0.0,0.0
3/14/20,Czechia,189,0,0,189,0.0,0.0
